time,V_C.nT0,V_C.T0,V_C.nT1,V_C.T1,V_C.aPD1,V_C.aPDL1,V_C.aCTLA4,V_C.Th,V_C.cabozantinib,V_C.A_site1,V_C.A_site2,V_P.nT0,V_P.T0,V_P.nT1,V_P.T1,V_P.aPD1,V_P.aPDL1,V_P.aCTLA4,V_P.Th,V_P.cabozantinib,V_T.C_x,V_T.T1_exh,V_T.Th_exh,V_T.C1,V_T.K,V_T.c_vas,V_T.C2,V_T.T0,V_T.T1,V_T.IFNg,V_T.APC,V_T.mAPC,V_T.P0,V_T.P1,V_T.aPD1,V_T.aPDL1,V_T.aCTLA4,V_T.Th,V_T.TGFb,V_T.MDSC,V_T.NO,V_T.ArgI,V_T.CCL2,V_T.cabozantinib,V_T.Mac_M1,V_T.Mac_M2,V_T.IL12,V_T.IL10,V_T.Fib,V_T.CAF,V_T.ECM,V_LN.nT0,V_LN.aT0,V_LN.T0,V_LN.IL2,V_LN.nT1,V_LN.aT1,V_LN.T1,V_LN.APC,V_LN.mAPC,V_LN.aPD1,V_LN.aPDL1,V_LN.aCTLA4,V_LN.aTh,V_LN.Th,V_LN.cabozantinib,V_e.P0,V_e.p0,V_e.P1,V_e.p1,A_e.M1,A_e.M1p0,A_e.M1p1,A_s.M1,A_s.M1p0,A_s.M1p1,syn_T_C1.PD1_PDL1,syn_T_C1.PD1_PDL2,syn_T_C1.PD1,syn_T_C1.PDL1,syn_T_C1.PDL2,syn_T_C1.PD1_aPD1,syn_T_C1.PD1_aPD1_PD1,syn_T_C1.PDL1_aPDL1,syn_T_C1.PDL1_aPDL1_PDL1,syn_T_C1.TPDL1,syn_T_C1.TPDL1_aPDL1,syn_T_C1.TPDL1_aPDL1_TPDL1,syn_T_C1.CD28_CD80,syn_T_C1.CD28_CD80_CD28,syn_T_C1.CD28_CD86,syn_T_C1.CD80_CTLA4,syn_T_C1.CD80_CTLA4_CD80,syn_T_C1.CTLA4_CD80_CTLA4,syn_T_C1.CD80_CTLA4_CD80_CTLA4,syn_T_C1.CD86_CTLA4,syn_T_C1.CD86_CTLA4_CD86,syn_T_C1.PDL1_CD80,syn_T_C1.PDL1_CD80_CD28,syn_T_C1.PDL1_CD80_CTLA4,syn_T_C1.CD28,syn_T_C1.CTLA4,syn_T_C1.CD80,syn_T_C1.CD80m,syn_T_C1.CD86,syn_T_C1.CTLA4_aCTLA4,syn_T_C1.CTLA4_aCTLA4_CTLA4,syn_T_APC.PD1_PDL1,syn_T_APC.PD1_PDL2,syn_T_APC.PD1,syn_T_APC.PDL1,syn_T_APC.PDL2,syn_T_APC.PD1_aPD1,syn_T_APC.PD1_aPD1_PD1,syn_T_APC.PDL1_aPDL1,syn_T_APC.PDL1_aPDL1_PDL1,syn_T_APC.TPDL1,syn_T_APC.TPDL1_aPDL1,syn_T_APC.TPDL1_aPDL1_TPDL1,syn_T_APC.CD28_CD80,syn_T_APC.CD28_CD80_CD28,syn_T_APC.CD28_CD86,syn_T_APC.CD80_CTLA4,syn_T_APC.CD80_CTLA4_CD80,syn_T_APC.CTLA4_CD80_CTLA4,syn_T_APC.CD80_CTLA4_CD80_CTLA4,syn_T_APC.CD86_CTLA4,syn_T_APC.CD86_CTLA4_CD86,syn_T_APC.PDL1_CD80,syn_T_APC.PDL1_CD80_CD28,syn_T_APC.PDL1_CD80_CTLA4,syn_T_APC.CD28,syn_T_APC.CTLA4,syn_T_APC.CD80,syn_T_APC.CD80m,syn_T_APC.CD86,syn_T_APC.CTLA4_aCTLA4,syn_T_APC.CTLA4_aCTLA4_CTLA4,syn_M_C.CD47,syn_M_C.SIRPa,syn_M_C.CD47_SIRPa,syn_M_C.PD1_PDL1,syn_M_C.PD1_PDL2,syn_M_C.PD1,syn_M_C.PDL1,syn_M_C.PDL2,syn_M_C.PD1_aPD1,syn_M_C.PD1_aPD1_PD1,syn_M_C.PDL1_aPDL1,syn_M_C.PDL1_aPDL1_PDL1,syn_M_C.PDL1_CD80,syn_M_C.CD80,syn_M_C.CD80m,syn_M_C.PDL1_total,syn_M_C.PDL2_total
71,1957.23,20008.3,1872.46,9.96933e+06,188.335,0,0,3.4456e+06,364.178,36952.7,68186.1,97498.6,2.92436e+06,93281.1,1.45698e+09,17.6114,0,0,5.03563e+08,0.0477744,5.85927e+08,3.26745e+08,1.28785e+08,2.18212e+10,8.52972e+10,2086.96,1.74141e+09,4.62806e+08,1.23442e+09,0.00115839,291357,73511.5,1.49031e-08,1.78837e-08,6.27358,0,0,1.32156e+09,0.0741057,3.00474e+07,1.4213,0.249016,0.370632,1.88514,3.63203e+08,3.4573e+08,0.00433764,0.00344614,1.2027e+08,4.92054e+08,32074.7,21.976,966.644,5290.62,0.603235,8.93674,186764,2.74606e+06,1.33518e+06,9.88154e+06,2.49308,0,0,173046,948616,1.84851,1.24008e-08,1.43367e-09,1.4881e-08,1.72037e-09,607.21,0.00434704,0.00521871,20.2408,0.0354926,6.03326,0.316924,0.156947,0.0469786,99.9405,13.8821,0.282405,91.7931,6.66838e-27,4.61104e-20,553.167,0,0,1.77368,35.7411,754.41,0.0138013,0.000400242,0.002164,0.000251026,4.7413,47.2363,2.41017,97.1337,0.755813,291.243,0.118976,0.0220051,0.819097,93.5953,0,0,0.62526,0.262629,0.0460715,201.055,23.687,0.28731,91.5841,2.54787e-26,3.54429e-19,553.167,0,0,0.887941,17.4606,760.041,0.00663088,9.86504e-05,0.000973716,5.79456e-05,4.58426,47.1515,3.45769,135.985,1.01549,284.209,0.111425,0.0112888,0.584118,96.6276,0,0,300.951,0.95136,99.0486,0.0752304,0.0347429,0.0103088,108.112,14.0043,0.0619705,4.42007,0,0,92.37,27.4191,29.0192,200.557,14.039
72,1957.24,19962.2,1872.46,9.94534e+06,183.733,0,0,3.43894e+06,342.08,34143.5,67224.8,97499.2,2.91756e+06,93281.2,1.45347e+09,17.751,0,0,5.02588e+08,0.0448755,5.9483e+08,3.26254e+08,1.28869e+08,2.18355e+10,8.30792e+10,2085.85,1.74408e+09,4.63209e+08,1.24238e+09,0.0011626,291816,73608.1,1.50039e-08,1.80047e-08,6.10328,0,0,1.32213e+09,0.0740923,3.01202e+07,1.42295,0.249241,0.370433,1.77075,3.64078e+08,3.46527e+08,0.00434254,0.00344972,1.20438e+08,4.93116e+08,32141.5,21.976,975.842,5340.77,0.60322,8.93752,186762,2.74592e+06,1.33518e+06,9.90563e+06,2.42552,0,0,173034,948519,1.73634,1.24852e-08,1.44342e-09,1.49822e-08,1.73208e-09,607.233,0.00437687,0.00525452,20.2415,0.0358883,6.03172,0.321669,0.159243,0.0476293,100.051,13.8927,0.278541,91.7912,6.66101e-27,4.61104e-20,553.167,0,0,1.77206,35.7083,754.411,0.0137885,0.000399504,0.00216195,0.00025056,4.74124,47.2359,2.41184,97.2008,0.756325,291.242,0.118974,0.021985,0.81876,93.5956,0,0,0.634849,0.266519,0.0467079,201.357,23.7104,0.28338,91.579,2.54405e-26,3.54429e-19,553.167,0,0,0.886075,17.4238,760.041,0.00661685,9.82351e-05,0.00097164,5.77007e-05,4.5842,47.151,3.45961,136.06,1.01604,284.208,0.111423,0.0112652,0.583566,96.628,0,0,300.951,0.95136,99.0486,0.0763549,0.0352539,0.0104511,108.233,14.0167,0.0611199,4.41961,0,0,92.4321,27.3946,29.0062,200.742,14.0519
73,1957.25,19918.5,1872.47,9.92334e+06,179.512,0,0,3.43054e+06,416.882,43323.1,72326.6,97499.8,2.91112e+06,93281.4,1.45025e+09,17.8646,0,0,5.01359e+08,0.0546884,6.03723e+08,3.25821e+08,1.28953e+08,2.18476e+10,8.08685e+10,2084.71,1.74672e+09,4.63612e+08,1.25028e+09,0.0011668,292271,73703.4,1.51037e-08,1.81244e-08,5.94731,0,0,1.32269e+09,0.074082,3.0193e+07,1.42469,0.249469,0.370233,2.15796,3.64948e+08,3.47325e+08,0.00434747,0.00345341,1.20604e+08,4.94179e+08,32208.2,21.976,985.175,5391.64,0.603204,8.93831,186760,2.74578e+06,1.33518e+06,9.9297e+06,2.36365,0,0,173021,948421,2.11602,1.25684e-08,1.45304e-09,1.50821e-08,1.74362e-09,607.255,0.0044062,0.00528974,20.2423,0.0362861,6.03018,0.326214,0.161439,0.0482497,100.16,13.9032,0.274954,91.7893,6.65376e-27,4.61104e-20,553.167,0,0,1.77045,35.6759,754.411,0.0137758,0.000398777,0.00215994,0.0002501,4.74118,47.2354,2.41349,97.267,0.756831,291.242,0.118972,0.0219652,0.818427,93.5958,0,0,0.644047,0.270244,0.0473144,201.656,23.7336,0.279732,91.5741,2.54028e-26,3.54429e-19,553.167,0,0,0.884237,17.3877,760.042,0.00660303,9.78269e-05,0.000969596,5.74599e-05,4.58414,47.1505,3.46151,136.134,1.01658,284.207,0.111421,0.0112418,0.58302,96.6283,0,0,300.951,0.95136,99.0486,0.0774317,0.0357428,0.0105868,108.353,14.0289,0.0603303,4.41915,0,0,92.4934,27.3704,28.9934,200.924,14.0646
74,1957.26,19877.1,1872.47,9.90078e+06,175.636,0,0,3.42152e+06,391.119,40029.6,71306.9,97500.4,2.90502e+06,93281.5,1.44695e+09,17.9548,0,0,5.0004e+08,0.0513087,6.12603e+08,3.25446e+08,1.29035e+08,2.18596e+10,7.8737e+10,2083.57,1.7493e+09,4.64016e+08,1.25811e+09,0.00117098,292720,73796.9,1.52019e-08,1.82423e-08,5.80424,0,0,1.32324e+09,0.0740735,3.02656e+07,1.42645,0.249701,0.370031,2.0246,3.65814e+08,3.48124e+08,0.00435244,0.00345722,1.20766e+08,4.9524e+08,32275,21.976,994.641,5443.24,0.603188,8.93909,186758,2.74564e+06,1.33518e+06,9.95374e+06,2.30689,0,0,173008,948323,1.98525,1.26507e-08,1.46256e-09,1.51808e-08,1.75505e-09,607.278,0.00443539,0.00532477,20.243,0.0366861,6.02864,0.330565,0.16354,0.0488406,100.268,13.9137,0.271622,91.7874,6.64658e-27,4.61104e-20,553.167,0,0,1.76887,35.6439,754.412,0.0137633,0.00039806,0.00215795,0.000249647,4.74113,47.235,2.41512,97.3324,0.75733,291.241,0.118971,0.0219456,0.818095,93.5961,0,0,0.652869,0.27381,0.0478921,201.952,23.7567,0.276343,91.5693,2.53655e-26,3.54428e-19,553.167,0,0,0.882426,17.352,760.043,0.00658942,9.74254e-05,0.000967581,5.72232e-05,4.58408,47.1501,3.46338,136.207,1.01711,284.207,0.11142,0.0112188,0.582479,96.6286,0,0,300.951,0.95136,99.0486,0.0784624,0.0362103,0.010716,108.471,14.041,0.0595969,4.4187,0,0,92.5539,27.3464,28.9807,201.104,14.0772
75,1957.27,19838.2,1872.47,9.87725e+06,172.069,0,0,3.41443e+06,367.229,36986.5,70301.6,97501,2.89927e+06,93281.6,1.44351e+09,18.0241,0,0,4.99003e+08,0.0481746,6.2147e+08,3.25125e+08,1.29117e+08,2.18715e+10,7.66904e+10,2082.42,1.75183e+09,4.64419e+08,1.26588e+09,0.00117512,293165,73888.5,1.52987e-08,1.83585e-08,5.67267,0,0,1.32379e+09,0.0740653,3.03382e+07,1.4282,0.249936,0.369828,1.90093,3.66676e+08,3.48925e+08,0.00435744,0.00346109,1.20925e+08,4.96302e+08,32341.7,21.9759,1004.24,5495.56,0.603172,8.93986,186756,2.7455e+06,1.33518e+06,9.97776e+06,2.2547,0,0,172995,948224,1.86399,1.27315e-08,1.47191e-09,1.52778e-08,1.76626e-09,607.3,0.0044639,0.005359,20.2438,0.037088,6.02712,0.334733,0.165549,0.0494035,100.375,13.9242,0.268522,91.7856,6.63948e-27,4.61103e-20,553.167,0,0,1.76731,35.6124,754.413,0.013751,0.000397352,0.00215598,0.000249199,4.74107,47.2346,2.41672,97.397,0.757823,291.241,0.118969,0.0219262,0.817766,93.5963,0,0,0.661333,0.277225,0.0484425,202.246,23.7797,0.273189,91.5647,2.53286e-26,3.54428e-19,553.167,0,0,0.88064,17.3168,760.043,0.00657599,9.70303e-05,0.000965593,5.69902e-05,4.58402,47.1496,3.46522,136.28,1.01764,284.206,0.111418,0.0111961,0.581942,96.6289,0,0,300.951,0.95136,99.0486,0.0794494,0.0366576,0.0108391,108.588,14.053,0.0589142,4.41827,0,0,92.6138,27.3228,28.9682,201.281,14.0897
76,1957.29,19801.7,1872.47,9.85513e+06,168.779,0,0,3.40679e+06,345.072,34174.8,69310.5,97501.6,2.89388e+06,93281.8,1.44027e+09,18.0747,0,0,4.97886e+08,0.045268,6.30322e+08,3.24859e+08,1.29198e+08,2.18833e+10,7.47274e+10,2081.28,1.75429e+09,4.64824e+08,1.27358e+09,0.00117921,293608,73978.7,1.5394e-08,1.84728e-08,5.5514,0,0,1.32432e+09,0.0740576,3.04106e+07,1.42995,0.250174,0.369624,1.78624,3.67533e+08,3.49727e+08,0.00436247,0.003465,1.21083e+08,4.97363e+08,32408.5,21.9759,1013.97,5548.59,0.603156,8.94064,186753,2.74535e+06,1.33518e+06,1.00017e+07,2.20658,0,0,172982,948123,1.75153,1.28111e-08,1.48111e-09,1.53733e-08,1.7773e-09,607.323,0.00449198,0.00539271,20.2445,0.0374917,6.02559,0.338724,0.167471,0.04994,100.481,13.9345,0.265632,91.7838,6.63249e-27,4.61103e-20,553.167,0,0,1.76576,35.5812,754.413,0.0137388,0.000396654,0.00215404,0.000248758,4.74102,47.2342,2.41831,97.4608,0.75831,291.24,0.118967,0.0219071,0.817442,93.5966,0,0,0.669455,0.280495,0.0489671,202.537,23.8024,0.27025,91.5602,2.52923e-26,3.54428e-19,553.167,0,0,0.878878,17.2821,760.044,0.00656274,9.66413e-05,0.000963633,5.67609e-05,4.58396,47.1492,3.46704,136.351,1.01816,284.205,0.111416,0.0111738,0.581412,96.6292,0,0,300.951,0.95136,99.0486,0.0803946,0.0370855,0.0109564,108.704,14.0649,0.0582779,4.41784,0,0,92.6728,27.2994,28.9558,201.457,14.102
77,1957.3,19767.6,1872.48,9.83131e+06,165.74,0,0,3.39738e+06,419.818,43352,74382.9,97502.2,2.88883e+06,93281.9,1.43679e+09,18.1086,0,0,4.96508e+08,0.0550735,6.39157e+08,3.24644e+08,1.29279e+08,2.18932e+10,7.27652e+10,2080.12,1.75671e+09,4.65228e+08,1.28122e+09,0.0011833,294045,74067.6,1.54882e-08,1.85858e-08,5.4395,0,0,1.32485e+09,0.0740529,3.04829e+07,1.43179,0.250416,0.369419,2.17315,3.68386e+08,3.5053e+08,0.00436752,0.00346901,1.21237e+08,4.98423e+08,32475.2,21.9759,1023.82,5602.32,0.60314,8.94142,186751,2.74521e+06,1.33518e+06,1.00257e+07,2.16218,0,0,172969,948022,2.13093,1.28899e-08,1.49022e-09,1.54679e-08,1.78824e-09,607.345,0.00451993,0.00542627,20.2453,0.0378975,6.02407,0.342545,0.16931,0.0504509,100.585,13.9448,0.262937,91.7821,6.62561e-27,4.61103e-20,553.167,0,0,1.76424,35.5504,754.414,0.0137268,0.000395965,0.00215213,0.000248322,4.74097,47.2338,2.41988,97.5238,0.758791,291.24,0.118966,0.0218882,0.817123,93.5968,0,0,0.677243,0.283625,0.0494665,202.824,23.8251,0.267508,91.5558,2.52564e-26,3.54428e-19,553.167,0,0,0.877139,17.2479,760.044,0.00654968,9.62583e-05,0.0009617,5.65351e-05,4.58391,47.1488,3.46883,136.421,1.01867,284.205,0.111414,0.0111517,0.580888,96.6295,0,0,300.951,0.95136,99.0486,0.0812993,0.0374947,0.0110681,108.818,14.0766,0.0576845,4.41742,0,0,92.731,27.2764,28.9436,201.63,14.1141
78,1957.31,19735.8,1872.48,9.81012e+06,162.926,0,0,3.38986e+06,394,40056.4,73334.2,97502.8,2.88414e+06,93282,1.43369e+09,18.1276,0,0,4.95409e+08,0.0516866,6.47972e+08,3.24479e+08,1.29358e+08,2.19027e+10,7.08747e+10,2078.95,1.75907e+09,4.65633e+08,1.2888e+09,0.00118737,294477,74154.4,1.55809e-08,1.86971e-08,5.33607,0,0,1.32536e+09,0.0740501,3.05552e+07,1.43364,0.250662,0.369212,2.03951,3.69233e+08,3.51334e+08,0.00437262,0.00347315,1.21389e+08,4.99483e+08,32541.9,21.9758,1033.81,5656.74,0.603123,8.94219,186749,2.74506e+06,1.33518e+06,1.00496e+07,2.12114,0,0,172956,947920,1.99988,1.29674e-08,1.49918e-09,1.55608e-08,1.79899e-09,607.367,0.00454732,0.00545914,20.246,0.038305,6.02256,0.346204,0.171068,0.0509374,100.689,13.9551,0.260421,91.7804,6.61878e-27,4.61103e-20,553.167,0,0,1.76273,35.5199,754.415,0.0137149,0.000395284,0.00215023,0.000247892,4.74091,47.2334,2.42143,97.586,0.759267,291.239,0.118964,0.0218695,0.816804,93.5971,0,0,0.684715,0.286622,0.0499421,203.109,23.8476,0.264949,91.5516,2.52209e-26,3.54428e-19,553.167,0,0,0.875424,17.2141,760.045,0.00653678,9.58812e-05,0.000959792,5.63127e-05,4.58385,47.1483,3.4706,136.49,1.01917,284.204,0.111413,0.0111299,0.580368,96.6298,0,0,300.951,0.95136,99.0486,0.0821655,0.0378861,0.0111744,108.931,14.0882,0.0571305,4.41702,0,0,92.7886,27.2537,28.9316,201.802,14.1261
79,1957.32,19706.5,1872.48,9.78681e+06,160.314,0,0,3.38185e+06,370.057,37011.2,72300.3,97503.4,2.8798e+06,93282.2,1.43028e+09,18.1333,0,0,4.94236e+08,0.0485456,6.56768e+08,3.24363e+08,1.29438e+08,2.19121e+10,6.9062e+10,2077.78,1.76136e+09,4.66039e+08,1.29631e+09,0.0011914,294904,74239.3,1.56721e-08,1.88066e-08,5.24016,0,0,1.32587e+09,0.0740477,3.06273e+07,1.43549,0.250912,0.369004,1.91557,3.70076e+08,3.52139e+08,0.00437775,0.00347735,1.21537e+08,5.00543e+08,32608.6,21.9757,1043.91,5711.85,0.603106,8.94296,186747,2.74491e+06,1.33518e+06,1.00735e+07,2.08308,0,0,172943,947817,1.87835,1.30437e-08,1.50801e-09,1.56524e-08,1.80958e-09,607.389,0.00457431,0.00549155,20.2467,0.0387144,6.02105,0.349713,0.172752,0.0514012,100.792,13.9653,0.258066,91.7787,6.61204e-27,4.61102e-20,553.167,0,0,1.76124,35.4899,754.415,0.0137031,0.000394612,0.00214836,0.000247467,4.74086,47.233,2.42296,97.6475,0.759736,291.239,0.118962,0.0218511,0.816488,93.5973,0,0,0.691895,0.289496,0.0503955,203.392,23.8699,0.262553,91.5476,2.51858e-26,3.54428e-19,553.167,0,0,0.87373,17.1808,760.046,0.00652405,9.55096e-05,0.000957908,5.60936e-05,4.5838,47.1479,3.47235,136.559,1.01967,284.203,0.111411,0.0111084,0.579853,96.6301,0,0,300.951,0.95136,99.0486,0.0829959,0.038261,0.0112757,109.043,14.0998,0.0566119,4.41663,0,0,92.8456,27.2311,28.9196,201.972,14.138
80,1957.33,19679.7,1872.49,9.76479e+06,157.884,0,0,3.37386e+06,347.849,34197.6,71281,97504,2.87582e+06,93282.3,1.42706e+09,18.1271,0,0,4.93068e+08,0.0456323,6.65541e+08,3.24295e+08,1.29516e+08,2.19214e+10,6.73257e+10,2076.61,1.76359e+09,4.66445e+08,1.30376e+09,0.00119538,295329,74322.8,1.57619e-08,1.89143e-08,5.151,0,0,1.32636e+09,0.0740459,3.06993e+07,1.43735,0.251164,0.368796,1.80061,3.70914e+08,3.52946e+08,0.0043829,0.0034816,1.21683e+08,5.01601e+08,32675.3,21.9757,1054.15,5767.64,0.60309,8.94373,186745,2.74477e+06,1.33518e+06,1.00974e+07,2.04769,0,0,172929,947714,1.76562,1.31189e-08,1.5167e-09,1.57426e-08,1.82002e-09,607.411,0.00460097,0.00552356,20.2475,0.0391255,6.01954,0.35308,0.174366,0.051844,100.893,13.9754,0.255858,91.7771,6.60539e-27,4.61102e-20,553.167,0,0,1.75977,35.4601,754.416,0.0136915,0.000393949,0.00214651,0.000247048,4.74081,47.2326,2.42447,97.7084,0.760201,291.238,0.118961,0.0218328,0.816177,93.5975,0,0,0.698798,0.292254,0.0508284,203.672,23.8921,0.260306,91.5437,2.51512e-26,3.54428e-19,553.167,0,0,0.872058,17.1479,760.046,0.00651148,9.51433e-05,0.000956048,5.58776e-05,4.58374,47.1475,3.47407,136.626,1.02016,284.203,0.111409,0.0110872,0.579344,96.6304,0,0,300.951,0.95136,99.0486,0.0837929,0.0386204,0.0113725,109.154,14.1111,0.0561254,4.41624,0,0,92.9018,27.2089,28.9078,202.139,14.1497
81,1957.35,19655.2,1872.49,9.74537e+06,155.618,0,0,3.36596e+06,422.545,43373.1,76325.6,97504.6,2.87218e+06,93282.4,1.42422e+09,18.1102,0,0,4.91911e+08,0.0554312,6.7429e+08,3.24272e+08,1.29594e+08,2.19288e+10,6.55844e+10,2075.42,1.76578e+09,4.66851e+08,1.31115e+09,0.00119936,295748,74404.7,1.58507e-08,1.90209e-08,5.068,0,0,1.32685e+09,0.0740472,3.07712e+07,1.43929,0.251421,0.368586,2.18727,3.71746e+08,3.53754e+08,0.00438809,0.00348596,1.21826e+08,5.02659e+08,32741.9,21.9756,1064.5,5824.09,0.603073,8.94449,186742,2.74462e+06,1.33518e+06,1.01212e+07,2.01475,0,0,172916,947609,2.14477,1.31932e-08,1.5253e-09,1.58318e-08,1.83033e-09,607.433,0.00462734,0.00555522,20.2482,0.0395384,6.01804,0.356312,0.175913,0.0522666,100.993,13.9854,0.253785,91.7756,6.59883e-27,4.61102e-20,553.167,0,0,1.75831,35.4307,754.416,0.01368,0.000393293,0.00214468,0.000246634,4.74076,47.2322,2.42597,97.7685,0.76066,291.238,0.118959,0.0218148,0.81587,93.5978,0,0,0.705436,0.294901,0.0512415,203.949,23.9142,0.258197,91.5399,2.5117e-26,3.54428e-19,553.167,0,0,0.870407,17.1154,760.047,0.00649907,9.47823e-05,0.000954212,5.56648e-05,4.58369,47.1471,3.47578,136.693,1.02065,284.202,0.111408,0.0110662,0.578841,96.6307,0,0,300.951,0.95136,99.0486,0.0845576,0.0389649,0.0114648,109.263,14.1224,0.0556688,4.41587,0,0,92.9573,27.187,28.8962,202.305,14.1613
82,1957.36,19633.1,1872.49,9.72316e+06,153.501,0,0,3.35872e+06,396.679,40075.8,75249.6,97505.2,2.8689e+06,93282.6,1.42097e+09,18.084,0,0,4.90853e+08,0.052038,6.83014e+08,3.24293e+08,1.2967e+08,2.19358e+10,6.39083e+10,2074.22,1.7679e+09,4.67258e+08,1.31847e+09,0.00120333,296161,74484.4,1.59381e-08,1.91257e-08,4.99061,0,0,1.32732e+09,0.0740504,3.0843e+07,1.44124,0.251681,0.368374,2.05338,3.72573e+08,3.54562e+08,0.00439332,0.00349045,1.21965e+08,5.03717e+08,32808.6,21.9755,1074.98,5881.2,0.603055,8.94526,186740,2.74447e+06,1.33518e+06,1.0145e+07,1.98403,0,0,172902,947504,2.01348,1.3266e-08,1.53372e-09,1.59192e-08,1.84043e-09,607.454,0.00465302,0.00558604,20.2489,0.0399528,6.01655,0.359417,0.177398,0.0526701,101.093,13.9954,0.251836,91.774,6.59232e-27,4.61102e-20,553.167,0,0,1.75687,35.4017,754.417,0.0136687,0.000392646,0.00214288,0.000246225,4.74071,47.2318,2.42744,97.8279,0.761114,291.237,0.118958,0.021797,0.815563,93.598,0,0,0.711826,0.297444,0.051636,204.224,23.9361,0.256214,91.5362,2.50832e-26,3.54428e-19,553.167,0,0,0.868776,17.0833,760.047,0.00648681,9.44264e-05,0.000952398,5.5455e-05,4.58364,47.1467,3.47746,136.759,1.02113,284.201,0.111406,0.0110455,0.578341,96.631,0,0,300.951,0.95136,99.0486,0.0852922,0.0392955,0.0115529,109.371,14.1335,0.0552396,4.41551,0,0,93.0123,27.1653,28.8846,202.469,14.1728
83,1957.37,19613.5,1872.49,9.70223e+06,151.516,0,0,3.35272e+06,372.689,37029.2,74188.7,97505.8,2.86597e+06,93282.7,1.41791e+09,18.0493,0,0,4.89975e+08,0.0488909,6.91711e+08,3.24357e+08,1.29747e+08,2.19426e+10,6.23034e+10,2073.02,1.76995e+09,4.67666e+08,1.32574e+09,0.00120727,296569,74562.2,1.6024e-08,1.92288e-08,4.91817,0,0,1.32779e+09,0.0740542,3.09146e+07,1.4432,0.251946,0.368161,1.9292,3.73395e+08,3.55372e+08,0.00439859,0.00349501,1.22102e+08,5.04773e+08,32875.2,21.9754,1085.58,5938.97,0.603038,8.94602,186738,2.74431e+06,1.33518e+06,1.01687e+07,1.95527,0,0,172889,947397,1.89171,1.33381e-08,1.54206e-09,1.60057e-08,1.85044e-09,607.476,0.00467864,0.0056168,20.2496,0.0403689,6.01505,0.362407,0.178826,0.0530564,101.192,14.0054,0.249999,91.7726,6.58588e-27,4.61101e-20,553.167,0,0,1.75545,35.3729,754.418,0.0136574,0.000392006,0.00214109,0.00024582,4.74066,47.2314,2.42891,97.8867,0.761563,291.237,0.118956,0.0217793,0.815258,93.5982,0,0,0.71799,0.299892,0.0520136,204.497,23.9579,0.254344,91.5326,2.50497e-26,3.54428e-19,553.167,0,0,0.867164,17.0515,760.048,0.0064747,9.40754e-05,0.000950606,5.52481e-05,4.58358,47.1463,3.47913,136.824,1.0216,284.201,0.111405,0.011025,0.577845,96.6313,0,0,300.951,0.95136,99.0486,0.0859993,0.0396134,0.0116373,109.479,14.1446,0.0548348,4.41516,0,0,93.0668,27.1438,28.8732,202.631,14.1842
84,1957.38,19596.3,1872.5,9.68074e+06,149.651,0,0,3.34552e+06,350.436,34214.3,73142.8,97506.4,2.8634e+06,93282.8,1.41476e+09,18.0072,0,0,4.88921e+08,0.0459716,7.00379e+08,3.24463e+08,1.29822e+08,2.19492e+10,6.07686e+10,2071.83,1.77194e+09,4.68074e+08,1.33293e+09,0.00121116,296974,74638.4,1.61086e-08,1.93303e-08,4.85018,0,0,1.32825e+09,0.0740587,3.09861e+07,1.44517,0.252213,0.367948,1.814,3.74212e+08,3.56183e+08,0.00440389,0.00349963,1.22236e+08,5.05829e+08,32941.8,21.9753,1096.29,5997.37,0.603021,8.94678,186736,2.74416e+06,1.33518e+06,1.01924e+07,1.92828,0,0,172875,947290,1.77876,1.34089e-08,1.55024e-09,1.60906e-08,1.86026e-09,607.497,0.00470373,0.00564693,20.2503,0.0407866,6.01357,0.365289,0.180202,0.0534267,101.289,14.0152,0.248262,91.7711,6.57953e-27,4.61101e-20,553.167,0,0,1.75404,35.3445,754.418,0.0136463,0.000391373,0.00213932,0.00024542,4.74061,47.231,2.43036,97.9449,0.762007,291.236,0.118955,0.0217619,0.814957,93.5984,0,0,0.723944,0.302253,0.0523756,204.768,23.9796,0.252576,91.5292,2.50166e-26,3.54428e-19,553.167,0,0,0.86557,17.0202,760.049,0.00646272,9.37291e-05,0.000948834,5.50439e-05,4.58353,47.1459,3.48077,136.888,1.02207,284.2,0.111403,0.0110048,0.577354,96.6315,0,0,300.951,0.95136,99.0486,0.0866809,0.0399195,0.0117182,109.585,14.1555,0.0544521,4.41481,0,0,93.1206,27.1225,28.8619,202.792,14.1954
