time,agentCount.CD8.effector,agentCount.CD8.cytotoxic,agentCount.CD8.suppressed,agentCount.Th.default,agentCount.Treg.default,agentCount.MDSC.default,agentCount.cancerCell.Stem,agentCount.cancerCell.Progenitor,agentCount.cancerCell.Senescent,agentCount.mac.M1,agentCount.mac.M2,agentCount.vas.tip,agentCount.vas.phalanx,agentCount.vas.default,agentCount.fib.normal,agentCount.fib.CAFs,agentCount.APC.native,agentCount.APC.mature,recruit.CD8.effector,recruit.CD8.cytotoxic,recruit.CD8.suppressed,recruit.Th.default,recruit.Treg.default,recruit.MDSC.default,recruit.cancerCell.Stem,recruit.cancerCell.Progenitor,recruit.cancerCell.Senescent,recruit.mac.M1,recruit.mac.M2,recruit.vas.tip,recruit.vas.phalanx,recruit.vas.default,recruit.fib.normal,recruit.fib.CAFs,recruit.APC.native,recruit.APC.mature,prolif.CD8.effector,prolif.CD8.cytotoxic,prolif.CD8.suppressed,prolif.Th.default,prolif.Treg.default,prolif.MDSC.default,prolif.cancerCell.Stem,prolif.cancerCell.Progenitor,prolif.cancerCell.Senescent,prolif.mac.M1,prolif.mac.M2,prolif.vas.tip,prolif.vas.phalanx,prolif.vas.default,prolif.fib.normal,prolif.fib.CAFs,prolif.APC.native,prolif.APC.mature,death.CD8.effector,death.CD8.cytotoxic,death.CD8.suppressed,death.Th.default,death.Treg.default,death.MDSC.default,death.cancerCell.Stem,death.cancerCell.Progenitor,death.cancerCell.Senescent,death.mac.M1,death.mac.M2,death.vas.tip,death.vas.phalanx,death.vas.default,death.fib.normal,death.fib.CAFs,death.APC.native,death.APC.mature,move.CD8.effector,move.CD8.cytotoxic,move.CD8.suppressed,move.Th.default,move.Treg.default,move.MDSC.default,move.cancerCell.Stem,move.cancerCell.Progenitor,move.cancerCell.Senescent,move.mac.M1,move.mac.M2,move.vas.tip,move.vas.phalanx,move.vas.default,move.fib.normal,move.fib.CAFs,move.APC.native,move.APC.mature,drop_in.CD8.effector,drop_in.CD8.cytotoxic,drop_in.CD8.suppressed,drop_in.Th.default,drop_in.Treg.default,drop_in.MDSC.default,drop_in.cancerCell.Stem,drop_in.cancerCell.Progenitor,drop_in.cancerCell.Senescent,drop_in.mac.M1,drop_in.mac.M2,drop_in.vas.tip,drop_in.vas.phalanx,drop_in.vas.default,drop_in.fib.normal,drop_in.fib.CAFs,drop_in.APC.native,drop_in.APC.mature,drop_out.CD8.effector,drop_out.CD8.cytotoxic,drop_out.CD8.suppressed,drop_out.Th.default,drop_out.Treg.default,drop_out.MDSC.default,drop_out.cancerCell.Stem,drop_out.cancerCell.Progenitor,drop_out.cancerCell.Senescent,drop_out.mac.M1,drop_out.mac.M2,drop_out.vas.tip,drop_out.vas.phalanx,drop_out.vas.default,drop_out.fib.normal,drop_out.fib.CAFs,drop_out.APC.native,drop_out.APC.mature,PDL1_frac
193,10,5519,851,1706,923,107,155,28438,22408,1474,244,12,0,678,0,7445,0,0,1657,0,0,609,0,70,0,0,0,2206,0,0,0,0,0,0,0,0,0,16773,0,8985,1857,0,155,1315084,0,0,0,12,0,648,0,0,0,0,57,9161,2832,5112,3969,116,159,17900,1290574,1593,667,0,0,0,0,0,0,0,41615,3323772,542109,2147898,977620,64138,99183,4670689,2583557,653752,242063,648,0,0,11402,461066,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52826
194,11,5506,839,1710,917,106,154,31576,18473,1468,248,12,0,681,0,7445,0,0,1663,0,0,614,0,70,0,0,0,2213,0,0,0,0,0,0,0,0,0,16831,0,9020,1860,0,155,1320089,0,0,0,12,0,651,0,0,0,0,58,9222,2858,5139,3987,117,160,17993,1296283,1601,668,0,0,0,0,0,0,0,41782,3338821,544050,2153160,980064,64387,99620,4687054,2596596,657077,242596,651,0,0,11402,463161,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52025
195,13,5537,847,1695,904,105,154,34009,15812,1459,251,12,0,683,0,7445,0,0,1669,0,0,616,0,70,0,0,0,2219,0,0,0,0,0,0,0,0,0,16937,0,9032,1862,0,155,1324300,0,0,0,12,0,653,0,0,0,0,58,9281,2870,5165,4005,118,160,18089,1300626,1613,668,0,0,0,0,0,0,0,41930,3354142,546143,2157918,982466,64604,100061,4705265,2607347,660486,243186,653,0,0,11402,465275,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51790
196,9,5515,845,1666,898,104,153,33134,18289,1450,257,12,0,685,0,7445,0,0,1676,0,0,618,0,70,0,0,0,2228,0,0,0,0,0,0,0,0,0,16989,0,9033,1865,0,155,1329667,0,0,0,12,0,655,0,0,0,0,58,9353,2885,5187,4024,119,161,18173,1304307,1625,668,0,0,0,0,0,0,0,42080,3373051,548775,2163300,985435,64811,100498,4724679,2616523,663775,243766,655,0,0,11402,467527,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53387
197,9,5507,846,1688,897,103,153,30250,18493,1449,253,12,0,688,0,7445,0,0,1681,0,0,622,0,70,0,0,0,2232,0,0,0,0,0,0,0,0,0,17070,0,9080,1869,0,155,1331802,0,0,0,12,0,658,0,0,0,0,58,9425,2906,5203,4042,120,161,18264,1309031,1633,669,0,0,0,0,0,0,0,42206,3390037,550898,2167877,987949,65031,100924,4743620,2627115,667121,244339,658,0,0,11402,469716,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50701
198,14,5487,835,1690,901,103,152,35565,15162,1448,252,12,0,690,0,7445,0,0,1691,0,0,623,0,70,0,0,0,2242,0,0,0,0,0,0,0,0,0,17122,0,9105,1872,0,155,1338448,0,0,0,12,0,660,0,0,0,0,59,9491,2927,5219,4049,120,162,18353,1313604,1642,672,0,0,0,0,0,0,0,42385,3406313,553324,2172948,990714,65271,101352,4761243,2637944,670395,244926,660,0,0,11402,471927,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52682
199,15,5480,836,1678,902,102,152,32506,17459,1442,254,12,0,691,0,7445,0,0,1700,0,0,628,0,70,0,0,0,2252,0,0,0,0,0,0,0,0,0,17179,0,9120,1873,0,155,1341304,0,0,0,12,0,661,0,0,0,0,59,9546,2943,5238,4062,121,162,18446,1317129,1654,674,0,0,0,0,0,0,0,42585,3421392,555637,2177897,993242,65520,101786,4781766,2646812,673697,245481,661,0,0,11402,473922,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51915
200,15,5447,844,1672,909,101,153,37203,16314,1444,250,12,0,695,0,7445,0,0,1704,0,0,633,0,70,0,0,0,2262,0,0,0,0,0,0,0,0,0,17246,0,9149,1878,0,156,1349379,0,0,0,12,0,665,0,0,0,0,59,9633,2952,5264,4074,122,162,18532,1321566,1662,678,0,0,0,0,0,0,0,42716,3435290,557604,2182158,995128,65752,102239,4800666,2656974,676989,246035,665,0,0,11402,475986,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55465
201,12,5476,844,1662,906,101,151,30064,21886,1445,248,12,0,698,0,7445,0,0,1708,0,0,636,0,70,0,0,0,2270,0,0,0,0,0,0,0,0,0,17347,0,9165,1880,0,156,1351744,0,0,0,12,0,668,0,0,0,0,59,9697,2967,5284,4088,122,164,18608,1325422,1670,679,0,0,0,0,0,0,0,42840,3448708,559595,2186232,997054,65980,102684,4822224,2666455,680241,246619,668,0,0,11402,478132,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53895
202,9,5511,829,1638,896,101,151,33914,17714,1450,246,12,0,700,0,7445,0,0,1710,0,0,639,0,70,0,0,0,2277,0,0,0,0,0,0,0,0,0,17437,0,9172,1884,0,157,1357285,0,0,0,12,0,670,0,0,0,0,59,9752,2987,5311,4109,122,165,18679,1331214,1673,680,0,0,0,0,0,0,0,42917,3463345,561935,2190934,999356,66200,103117,4839627,2679181,683597,247193,670,0,0,11402,480233,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53576
203,10,5492,830,1633,897,101,151,32136,18218,1445,247,12,0,702,0,7445,0,0,1717,0,0,640,0,70,0,0,0,2287,0,0,0,0,0,0,0,0,0,17488,0,9193,1886,0,157,1360316,0,0,0,12,0,672,0,0,0,0,59,9811,3003,5328,4120,122,165,18758,1335440,1684,683,0,0,0,0,0,0,0,43053,3477823,563901,2194980,1001430,66424,103588,4859394,2689429,686935,247740,672,0,0,11402,482347,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52298
204,12,5475,837,1626,905,101,151,36544,16524,1449,241,12,0,704,0,7445,0,0,1722,0,0,642,0,70,0,0,0,2293,0,0,0,0,0,0,0,0,0,17553,0,9215,1888,0,157,1367712,0,0,0,12,0,674,0,0,0,0,59,9873,3019,5345,4128,122,165,18860,1340020,1690,685,0,0,0,0,0,0,0,43165,3494874,566270,2200155,1004143,66658,104007,4878094,2700084,690303,248267,674,0,0,11402,484572,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55010
205,9,5484,835,1607,905,101,151,28402,23177,1442,244,12,0,705,0,7445,0,0,1728,0,0,644,0,70,0,0,0,2299,0,0,0,0,0,0,0,0,0,17629,0,9225,1892,0,158,1370253,0,0,0,12,0,675,0,0,0,0,59,9937,3033,5368,4140,122,166,18931,1343979,1698,687,0,0,0,0,0,0,0,43370,3512165,568767,2204828,1006461,66879,104451,4899497,2709752,693648,248812,675,0,0,11402,486840,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53517
206,13,5469,838,1587,904,101,150,33734,18029,1446,240,12,0,708,0,7445,0,0,1736,0,0,650,0,70,0,0,0,2306,0,0,0,0,0,0,0,0,0,17682,0,9229,1893,0,158,1376721,0,0,0,12,0,678,0,0,0,0,59,9993,3046,5385,4155,122,167,19015,1350179,1704,688,0,0,0,0,0,0,0,43542,3528443,571110,2209291,1008871,67110,104897,4916121,2723359,697074,249395,678,0,0,11402,489155,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53700
207,12,5465,830,1584,897,100,149,30288,20216,1451,235,12,0,710,0,7445,0,0,1741,0,0,651,0,70,0,0,0,2312,0,0,0,0,0,0,0,0,0,17738,0,9255,1897,0,158,1379792,0,0,0,12,0,680,0,0,0,0,59,10046,3067,5408,4173,123,168,19106,1354418,1709,689,0,0,0,0,0,0,0,43678,3544582,573725,2213615,1011178,67368,105319,4935899,2734076,700540,249960,680,0,0,11402,491436,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52439
208,11,5453,822,1575,881,100,148,33817,17803,1452,233,12,0,713,0,7445,0,0,1745,0,0,654,0,70,0,0,0,2319,0,0,0,0,0,0,0,0,0,17795,0,9265,1899,0,159,1386083,0,0,0,12,0,683,0,0,0,0,59,10109,3086,5424,4197,123,170,19196,1359503,1715,691,0,0,0,0,0,0,0,43753,3559619,576218,2218312,1013652,67605,105765,4953646,2746007,703980,250493,683,0,0,11402,493749,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53553
209,10,5429,823,1564,870,100,148,30683,19771,1451,235,12,0,717,0,7445,0,0,1753,0,0,657,0,70,0,0,0,2326,0,0,0,0,0,0,0,0,0,17843,0,9280,1900,0,159,1389208,0,0,0,12,0,687,0,0,0,0,59,10171,3104,5445,4217,123,170,19277,1363713,1721,691,0,0,0,0,0,0,0,43949,3575211,578436,2222793,1016026,67833,106209,4973525,2756470,707401,251023,687,0,0,11402,495960,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52388
210,11,5456,822,1567,868,98,148,33025,16316,1449,237,13,0,721,0,7445,0,0,1762,0,0,658,0,70,0,0,0,2333,0,0,0,0,0,0,0,0,0,17936,0,9308,1909,0,159,1393258,0,0,0,13,0,691,0,0,0,0,59,10230,3120,5466,4233,125,170,19355,1368798,1727,692,0,0,0,0,0,0,0,44086,3590406,580504,2226848,1018588,68072,106638,4991695,2768130,710721,251571,691,0,0,11402,498143,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51273
211,9,5429,820,1559,863,98,147,32667,16828,1447,238,13,0,723,0,7445,0,0,1764,0,0,661,0,70,0,0,0,2341,0,0,0,0,0,0,0,0,0,17983,0,9328,1912,0,159,1397165,0,0,0,13,0,693,0,0,0,0,60,10287,3142,5488,4250,125,171,19426,1372480,1734,694,0,0,0,0,0,0,0,44153,3605564,582504,2230839,1020803,68310,107088,5011145,2777772,714151,252112,693,0,0,11402,500317,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51425
212,12,5413,815,1550,860,99,147,33015,18462,1446,240,14,0,726,0,7445,0,0,1773,0,0,662,0,71,0,0,0,2351,0,0,0,0,0,0,0,0,0,18049,0,9342,1915,0,159,1403277,0,0,0,14,0,696,0,0,0,0,60,10363,3159,5503,4265,125,171,19506,1376530,1741,696,0,0,0,0,0,0,0,44309,3617945,584392,2234228,1022587,68550,107533,5030267,2787624,717409,252643,696,0,0,11402,502529,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53409
213,13,5379,822,1550,855,100,147,32252,17860,1446,231,14,0,729,0,7445,0,0,1780,0,0,662,0,72,0,0,0,2354,0,0,0,0,0,0,0,0,0,18101,0,9371,1918,0,160,1406689,0,0,0,14,0,699,0,0,0,0,60,10432,3175,5525,4280,125,172,19585,1381228,1753,696,0,0,0,0,0,0,0,44478,3628628,586053,2237591,1024316,68780,107985,5049354,2798437,720708,253171,700,0,0,11402,504723,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52036
214,13,5375,820,1533,852,100,148,37638,14324,1443,232,14,0,735,0,7445,0,0,1785,0,0,662,0,72,0,0,0,2359,0,0,0,0,0,0,0,0,0,18161,0,9388,1919,0,161,1412978,0,0,0,14,0,705,0,0,0,0,60,10485,3193,5548,4295,125,172,19668,1385584,1757,699,0,0,0,0,0,0,0,44633,3638115,587469,2240694,1025584,69031,108409,5068311,2808973,723987,253700,706,0,0,11402,506897,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53885
215,13,5370,823,1530,853,101,146,32932,20018,1443,234,14,0,736,0,7445,0,0,1790,0,0,664,0,73,0,0,0,2372,0,0,0,0,0,0,0,0,0,18235,0,9408,1925,0,161,1417300,0,0,0,14,0,706,0,0,0,0,60,10550,3209,5565,4308,125,174,19756,1388830,1768,699,0,0,0,0,0,0,0,44743,3647034,588862,2243420,1027122,69277,108863,5090590,2817381,727243,254218,707,0,0,11402,509184,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54874
216,14,5339,814,1500,865,102,145,31348,20123,1439,235,14,0,739,0,7445,0,0,1793,0,0,665,0,74,0,0,0,2379,0,0,0,0,0,0,0,0,0,18276,0,9415,1934,0,161,1421140,0,0,0,14,0,709,0,0,0,0,60,10614,3228,5592,4316,125,175,19818,1394087,1777,700,0,0,0,0,0,0,0,44809,3656960,590195,2246703,1028603,69542,109303,5109784,2829360,730571,254751,710,0,0,11402,511391,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53392
217,15,5317,817,1486,861,101,148,31213,17594,1443,233,14,0,744,0,7445,0,0,1796,0,0,666,0,74,0,0,0,2388,0,0,0,0,0,0,0,0,0,18328,0,9420,1944,0,164,1423476,0,0,0,14,0,714,0,0,0,0,60,10673,3242,5607,4335,126,175,19891,1399014,1783,701,0,0,0,0,0,0,0,44865,3667492,591805,2249940,1030547,69785,109734,5128257,2841252,733938,255329,715,0,0,11402,513580,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50732
218,12,5309,815,1481,852,101,147,38531,14212,1441,233,14,0,749,0,7445,0,0,1803,0,0,670,0,74,0,0,0,2395,0,0,0,0,0,0,0,0,0,18395,0,9429,1955,0,164,1431677,0,0,0,14,0,719,0,0,0,0,60,10743,3259,5618,4362,126,176,19974,1403196,1790,703,0,0,0,0,0,0,0,45015,3679940,593710,2253437,1032793,70033,110163,5146621,2851677,737245,255850,720,0,0,11402,515901,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54665
219,14,5284,824,1485,852,101,147,33197,22187,1443,229,14,0,750,0,7445,0,0,1808,0,0,672,0,74,0,0,0,2402,0,0,0,0,0,0,0,0,0,18443,0,9449,1962,0,164,1437553,0,0,0,14,0,720,0,0,0,0,60,10799,3270,5629,4376,126,176,20036,1406369,1799,703,0,0,0,0,0,0,0,45125,3695149,595945,2257569,1034949,70286,110594,5169400,2860033,740594,256405,721,0,0,11402,518185,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57304
220,15,5316,825,1487,847,103,147,28698,24146,1442,229,14,0,753,0,7445,0,0,1816,0,0,673,0,76,0,0,0,2406,0,0,0,0,0,0,0,0,0,18535,0,9472,1970,0,164,1441117,0,0,0,14,0,723,0,0,0,0,60,10850,3285,5647,4393,126,176,20109,1412400,1804,703,0,0,0,0,0,0,0,45297,3714833,598793,2263265,1037961,70530,111043,5188652,2872946,743782,256945,724,0,0,11402,520349,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54765
221,9,5301,820,1488,841,103,147,30472,19525,1446,224,14,0,756,0,7445,0,0,1820,0,0,676,0,77,0,0,0,2410,0,0,0,0,0,0,0,0,0,18586,0,9495,1980,0,165,1444512,0,0,0,14,0,726,0,0,0,0,60,10910,3306,5668,4413,127,177,20202,1418549,1807,705,0,0,0,0,0,0,0,45462,3734286,601245,2268520,1041092,70784,111466,5205359,2887170,747003,257472,727,0,0,11402,522614,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51917
222,8,5286,830,1468,844,102,147,34712,15799,1441,222,14,0,758,0,7445,0,0,1822,0,0,678,0,77,0,0,0,2414,0,0,0,0,0,0,0,0,0,18664,0,9507,1990,0,165,1449640,0,0,0,14,0,728,0,0,0,0,60,10986,3316,5690,4432,128,177,20310,1423055,1817,706,0,0,0,0,0,0,0,45522,3753170,603979,2274045,1044238,71038,111889,5223318,2898700,750233,257951,729,0,0,11402,525080,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52423
223,8,5271,819,1488,844,102,147,33552,17065,1445,223,14,0,760,0,7445,0,0,1827,0,0,680,0,77,0,0,0,2425,0,0,0,0,0,0,0,0,0,18733,0,9550,1998,0,165,1453474,0,0,0,14,0,730,0,0,0,0,60,11061,3341,5703,4452,128,177,20428,1426665,1823,706,0,0,0,0,0,0,0,45596,3773333,606786,2280030,1047765,71262,112316,5243571,2908021,753403,258460,731,0,0,11402,527596,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52534
224,7,5260,830,1496,858,102,146,33985,17386,1442,221,14,0,762,0,7445,0,0,1834,0,0,683,0,77,0,0,0,2431,0,0,0,0,0,0,0,0,0,18804,0,9583,2004,0,165,1458633,0,0,0,14,0,732,0,0,0,0,60,11127,3354,5718,4457,128,178,20524,1430974,1833,707,0,0,0,0,0,0,0,45761,3792662,609791,2286379,1051280,71498,112737,5262910,2917929,756616,258934,733,0,0,11402,530095,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53282
225,7,5256,832,1502,856,102,146,31396,19293,1439,223,14,0,767,0,7445,0,0,1841,0,0,685,0,78,0,0,0,2440,0,0,0,0,0,0,0,0,0,18880,0,9618,2012,0,165,1462397,0,0,0,14,0,737,0,0,0,0,60,11194,3372,5737,4479,129,178,20623,1435321,1842,708,0,0,0,0,0,0,0,45928,3811364,612557,2292478,1054293,71723,113150,5282619,2928031,759887,259434,738,0,0,11402,532403,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52599
226,8,5206,830,1493,855,103,146,35279,15829,1442,220,14,0,769,0,7445,0,0,1844,0,0,685,0,79,0,0,0,2448,0,0,0,0,0,0,0,0,0,18920,0,9632,2017,0,166,1467813,0,0,0,14,0,739,0,0,0,0,60,11268,3392,5753,4492,129,179,20726,1440215,1848,710,0,0,0,0,0,0,0,45998,3829594,615571,2298019,1057060,71946,113584,5300848,2939210,763175,259930,740,0,0,11402,534745,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53019
227,7,5201,822,1485,859,103,145,36981,16191,1433,223,14,0,771,0,7445,0,0,1846,0,0,688,0,79,0,0,0,2457,0,0,0,0,0,0,0,0,0,18989,0,9645,2025,0,166,1473696,0,0,0,14,0,741,0,0,0,0,60,11331,3414,5768,4505,129,180,20843,1443917,1862,711,0,0,0,0,0,0,0,46062,3849432,618541,2304054,1060194,72144,113984,5321195,2948293,766408,260419,742,0,0,11402,537162,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55076
228,7,5186,833,1476,860,102,145,32596,21628,1436,224,14,0,774,0,7445,0,0,1850,0,0,688,0,80,0,0,0,2469,0,0,0,0,0,0,0,0,0,19055,0,9663,2031,0,166,1478906,0,0,0,14,0,744,0,0,0,0,61,11384,3434,5784,4521,131,180,20938,1447980,1870,711,0,0,0,0,0,0,0,46150,3867460,620911,2308845,1063274,72360,114387,5342360,2957621,769588,260902,745,0,0,11402,539362,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56131
229,10,5156,828,1493,865,104,144,29781,21555,1443,219,14,0,778,0,7445,0,0,1855,0,0,688,0,82,0,0,0,2475,0,0,0,0,0,0,0,0,0,19108,0,9701,2037,0,166,1481931,0,0,0,14,0,748,0,0,0,0,62,11457,3450,5796,4531,131,181,21012,1453819,1873,712,0,0,0,0,0,0,0,46210,3885935,623769,2314381,1066337,72561,114799,5360936,2969923,772747,261392,749,0,0,11402,541584,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53246
230,10,5163,819,1504,863,102,145,32180,17843,1440,219,14,0,782,0,7445,0,0,1858,0,0,691,0,82,0,0,0,2480,0,0,0,0,0,0,0,0,0,19179,0,9732,2041,0,167,1485990,0,0,0,14,0,752,0,0,0,0,62,11514,3469,5812,4544,133,181,21110,1459093,1881,712,0,0,0,0,0,0,0,46302,3905889,626678,2320837,1069634,72759,115217,5377895,2982271,775877,261877,753,0,0,11402,543887,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51929
231,10,5147,818,1504,860,102,144,36681,15017,1438,218,14,0,784,0,7445,0,0,1864,0,0,693,0,82,0,0,0,2487,0,0,0,0,0,0,0,0,0,19227,0,9755,2043,0,167,1492000,0,0,0,14,0,754,0,0,0,0,62,11567,3487,5830,4556,133,182,21219,1463319,1891,712,0,0,0,0,0,0,0,46445,3924051,629215,2326804,1072503,72964,115633,5396336,2992461,779081,262366,755,0,0,11402,546151,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53600
232,8,5139,820,1490,854,103,143,32637,22040,1436,219,14,0,787,0,7445,0,0,1870,0,0,694,0,83,0,0,0,2494,0,0,0,0,0,0,0,0,0,19278,0,9761,2047,0,167,1498524,0,0,0,14,0,757,0,0,0,0,62,11615,3504,5845,4572,133,183,21289,1466794,1899,712,0,0,0,0,0,0,0,46604,3941296,631789,2332307,1075157,73170,116053,5417193,3001014,782214,262798,758,0,0,11402,548370,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56578
233,11,5138,826,1519,847,102,143,27992,22873,1429,219,14,0,788,0,7445,0,0,1876,0,0,698,0,83,0,0,0,2497,0,0,0,0,0,0,0,0,0,19347,0,9807,2050,0,167,1500718,0,0,0,14,0,758,0,0,0,0,62,11671,3515,5860,4588,134,183,21360,1472729,1909,712,0,0,0,0,0,0,0,46688,3956863,634095,2336806,1077280,73378,116435,5435291,3013608,785328,263264,759,0,0,11402,550577,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52758
