time,agentCount.CD8.effector,agentCount.CD8.cytotoxic,agentCount.CD8.suppressed,agentCount.Th.default,agentCount.Treg.default,agentCount.MDSC.default,agentCount.cancerCell.Stem,agentCount.cancerCell.Progenitor,agentCount.cancerCell.Senescent,agentCount.mac.M1,agentCount.mac.M2,agentCount.vas.tip,agentCount.vas.phalanx,agentCount.vas.default,agentCount.fib.normal,agentCount.fib.CAFs,agentCount.APC.native,agentCount.APC.mature,recruit.CD8.effector,recruit.CD8.cytotoxic,recruit.CD8.suppressed,recruit.Th.default,recruit.Treg.default,recruit.MDSC.default,recruit.cancerCell.Stem,recruit.cancerCell.Progenitor,recruit.cancerCell.Senescent,recruit.mac.M1,recruit.mac.M2,recruit.vas.tip,recruit.vas.phalanx,recruit.vas.default,recruit.fib.normal,recruit.fib.CAFs,recruit.APC.native,recruit.APC.mature,prolif.CD8.effector,prolif.CD8.cytotoxic,prolif.CD8.suppressed,prolif.Th.default,prolif.Treg.default,prolif.MDSC.default,prolif.cancerCell.Stem,prolif.cancerCell.Progenitor,prolif.cancerCell.Senescent,prolif.mac.M1,prolif.mac.M2,prolif.vas.tip,prolif.vas.phalanx,prolif.vas.default,prolif.fib.normal,prolif.fib.CAFs,prolif.APC.native,prolif.APC.mature,death.CD8.effector,death.CD8.cytotoxic,death.CD8.suppressed,death.Th.default,death.Treg.default,death.MDSC.default,death.cancerCell.Stem,death.cancerCell.Progenitor,death.cancerCell.Senescent,death.mac.M1,death.mac.M2,death.vas.tip,death.vas.phalanx,death.vas.default,death.fib.normal,death.fib.CAFs,death.APC.native,death.APC.mature,move.CD8.effector,move.CD8.cytotoxic,move.CD8.suppressed,move.Th.default,move.Treg.default,move.MDSC.default,move.cancerCell.Stem,move.cancerCell.Progenitor,move.cancerCell.Senescent,move.mac.M1,move.mac.M2,move.vas.tip,move.vas.phalanx,move.vas.default,move.fib.normal,move.fib.CAFs,move.APC.native,move.APC.mature,drop_in.CD8.effector,drop_in.CD8.cytotoxic,drop_in.CD8.suppressed,drop_in.Th.default,drop_in.Treg.default,drop_in.MDSC.default,drop_in.cancerCell.Stem,drop_in.cancerCell.Progenitor,drop_in.cancerCell.Senescent,drop_in.mac.M1,drop_in.mac.M2,drop_in.vas.tip,drop_in.vas.phalanx,drop_in.vas.default,drop_in.fib.normal,drop_in.fib.CAFs,drop_in.APC.native,drop_in.APC.mature,drop_out.CD8.effector,drop_out.CD8.cytotoxic,drop_out.CD8.suppressed,drop_out.Th.default,drop_out.Treg.default,drop_out.MDSC.default,drop_out.cancerCell.Stem,drop_out.cancerCell.Progenitor,drop_out.cancerCell.Senescent,drop_out.mac.M1,drop_out.mac.M2,drop_out.vas.tip,drop_out.vas.phalanx,drop_out.vas.default,drop_out.fib.normal,drop_out.fib.CAFs,drop_out.APC.native,drop_out.APC.mature,PDL1_frac
111,26,5739,1132,2150,1257,115,175,39504,19085,1526,293,9,0,395,0,7445,0,0,1178,0,0,447,0,50,0,0,0,1597,0,0,0,0,0,0,0,0,0,10835,0,6909,1461,0,102,902014,0,0,0,9,0,365,0,0,0,0,45,3996,1075,3272,2397,88,86,8954,878707,989,561,0,0,0,0,0,0,0,28438,1594364,226157,1550778,645873,43119,62465,3018988,1650944,377629,191121,365,0,0,11402,305514,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60698
112,25,5724,1137,2136,1257,116,177,38352,21080,1528,291,9,0,397,0,7445,0,0,1186,0,0,449,0,51,0,0,0,1605,0,0,0,0,0,0,0,0,0,10905,0,6934,1469,0,104,907554,0,0,0,9,0,367,0,0,0,0,45,4068,1092,3301,2417,88,86,9018,883340,996,562,0,0,0,0,0,0,0,28670,1614698,230026,1558252,650236,43361,62958,3039798,1661200,380784,191789,367,0,0,11402,307582,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61544
113,23,5744,1140,2146,1249,117,176,39512,20844,1532,291,10,0,400,0,7445,0,0,1196,0,0,450,0,52,0,0,0,1613,0,0,0,0,0,0,0,0,0,10986,0,6981,1473,0,104,913845,0,0,0,10,0,370,0,0,0,0,45,4117,1113,3325,2443,88,87,9081,888644,999,563,0,0,0,0,0,0,0,28947,1632677,233361,1564741,653989,43632,63423,3059861,1672322,383961,192437,370,0,0,11402,309634,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62472
114,24,5735,1140,2133,1244,116,177,35502,24341,1534,290,11,0,403,0,7445,0,0,1202,0,0,451,0,52,0,0,0,1623,0,0,0,0,0,0,0,0,0,11047,0,7010,1477,0,105,918637,0,0,0,11,0,373,0,0,0,0,45,4175,1130,3359,2461,89,87,9193,893837,1007,564,0,0,0,0,0,0,0,29104,1653618,237168,1572325,658198,43903,63878,3080503,1683396,387166,193087,373,0,0,11402,311649,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61960
115,24,5740,1139,2120,1241,118,175,37957,21086,1542,289,11,0,409,0,7445,0,0,1212,0,0,453,0,54,0,0,0,1634,0,0,0,0,0,0,0,0,0,11115,0,7033,1485,0,105,924292,0,0,0,11,0,379,0,0,0,0,45,4231,1148,3388,2481,89,89,9303,900182,1011,564,0,0,0,0,0,0,0,29345,1673393,241020,1579929,662558,44173,64355,3099048,1696534,390309,193662,379,0,0,11402,313651,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61167
116,25,5757,1132,2131,1230,118,174,36530,22243,1542,287,11,0,412,0,7445,0,0,1215,0,0,456,0,54,0,0,0,1640,0,0,0,0,0,0,0,0,0,11204,0,7078,1494,0,105,929195,0,0,0,11,0,382,0,0,0,0,45,4287,1173,3417,2509,89,90,9407,905251,1018,565,0,0,0,0,0,0,0,29422,1693759,245132,1587253,666665,44457,64803,3119013,1707801,393577,194252,382,0,0,11402,315553,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60894
117,25,5738,1128,2126,1231,119,172,36330,21004,1537,288,11,0,416,0,7445,0,0,1222,0,0,460,0,55,0,0,0,1647,0,0,0,0,0,0,0,0,0,11257,0,7116,1501,0,105,933381,0,0,0,11,0,386,0,0,0,0,45,4348,1195,3446,2533,89,92,9523,910760,1028,566,0,0,0,0,0,0,0,29684,1716174,249568,1595652,671081,44760,65269,3138325,1719683,396816,194910,386,0,0,11402,317503,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59450
118,23,5733,1138,2113,1230,120,170,37520,20468,1538,288,11,0,418,0,7445,0,0,1230,0,0,462,0,56,0,0,0,1657,0,0,0,0,0,0,0,0,0,11339,0,7139,1508,0,105,939247,0,0,0,11,0,388,0,0,0,0,45,4413,1217,3471,2554,89,94,9631,915864,1036,567,0,0,0,0,0,0,0,29908,1739416,253947,1604366,675825,45041,65695,3157830,1730924,400209,195502,388,0,0,11402,319449,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60104
119,22,5717,1138,2087,1239,120,170,36546,20190,1536,290,11,0,420,0,7445,0,0,1236,0,0,462,0,56,0,0,0,1663,0,0,0,0,0,0,0,0,0,11409,0,7156,1515,0,105,943186,0,0,0,11,0,390,0,0,0,0,45,4491,1232,3498,2568,89,94,9744,920942,1042,567,0,0,0,0,0,0,0,30077,1765953,258704,1613704,681163,45324,66146,3177969,1742102,403478,196126,390,0,0,11402,321403,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58852
120,25,5710,1140,2082,1227,118,170,40119,17885,1537,292,11,0,425,0,7445,0,0,1246,0,0,463,0,56,0,0,0,1677,0,0,0,0,0,0,0,0,0,11480,0,7184,1522,0,105,949544,0,0,0,11,0,395,0,0,0,0,45,4551,1255,3520,2599,91,94,9883,925893,1052,568,0,0,0,0,0,0,0,30321,1800047,265106,1625724,688274,45614,66606,3197453,1753070,406662,196776,395,0,0,11402,323316,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60121
121,24,5700,1144,2073,1227,117,170,39818,18748,1539,291,11,0,427,0,7445,0,0,1249,0,0,465,0,56,0,0,0,1688,0,0,0,0,0,0,0,0,0,11560,0,7206,1532,0,106,954613,0,0,0,11,0,397,0,0,0,0,45,4614,1282,3542,2620,92,95,10023,930260,1060,570,0,0,0,0,0,0,0,30487,1839438,272117,1639026,696384,45887,67065,3218905,1762678,409946,197392,397,0,0,11402,325351,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60683
122,20,5709,1144,2050,1221,117,168,39001,19898,1540,291,11,0,430,0,7445,0,0,1254,0,0,468,0,56,0,0,0,1697,0,0,0,0,0,0,0,0,0,11635,0,7214,1540,0,106,959957,0,0,0,11,0,400,0,0,0,0,45,4669,1302,3569,2641,92,97,10192,935102,1067,571,0,0,0,0,0,0,0,30715,1876399,278881,1651952,704287,46170,67516,3240179,1772737,413303,197990,400,0,0,11402,327378,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61015
123,23,5699,1147,2053,1214,118,166,38142,19336,1543,288,11,0,434,0,7445,0,0,1262,0,0,470,0,57,0,0,0,1703,0,0,0,0,0,0,0,0,0,11693,0,7248,1545,0,106,963780,0,0,0,11,0,404,0,0,0,0,45,4723,1318,3593,2662,92,99,10340,940198,1071,573,0,0,0,0,0,0,0,30909,1912052,285629,1663993,711731,46453,67987,3261011,1783489,416588,198616,404,0,0,11402,329312,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59593
124,23,5678,1149,2076,1203,118,166,41682,17373,1547,287,11,0,437,0,7445,0,0,1267,0,0,476,0,57,0,0,0,1714,0,0,0,0,0,0,0,0,0,11771,0,7295,1549,0,108,970339,0,0,0,11,0,407,0,0,0,0,45,4805,1338,3612,2688,92,101,10527,944993,1079,573,0,0,0,0,0,0,0,31048,1945001,291956,1675344,718462,46738,68442,3281749,1794001,419915,199239,407,0,0,11402,331406,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61173
125,23,5672,1137,2066,1197,118,164,38125,21606,1547,285,11,0,442,0,7445,0,0,1273,0,0,477,0,57,0,0,0,1726,0,0,0,0,0,0,0,0,0,11829,0,7320,1555,0,108,975411,0,0,0,11,0,412,0,0,0,0,46,4858,1366,3635,2713,92,103,10658,949258,1091,575,0,0,0,0,0,0,0,31233,1975825,298047,1687015,724935,47023,68870,3304061,1803418,423264,199900,412,0,0,11402,333377,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61845
126,23,5640,1145,2043,1190,118,162,39202,21726,1549,284,11,0,446,0,7445,0,0,1278,0,0,478,0,57,0,0,0,1735,0,0,0,0,0,0,0,0,0,11878,0,7345,1559,0,108,982371,0,0,0,11,0,416,0,0,0,0,46,4918,1384,3666,2742,92,105,10781,954898,1098,576,0,0,0,0,0,0,0,31439,2005214,303489,1697603,730839,47285,69326,3324537,1815068,426619,200532,416,0,0,11402,335224,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63041
127,19,5653,1132,2062,1194,117,160,35212,24374,1552,288,11,0,449,0,7445,0,0,1283,0,0,482,0,57,0,0,0,1746,0,0,0,0,0,0,0,0,0,11963,0,7398,1568,0,108,986515,0,0,0,11,0,419,0,0,0,0,46,4983,1413,3692,2759,93,107,10903,960262,1101,577,0,0,0,0,0,0,0,31650,2034033,309160,1707869,736787,47571,69757,3345696,1826913,429981,201139,419,0,0,11402,337096,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61703
128,19,5643,1133,2059,1187,117,160,37625,21542,1556,286,11,0,453,0,7445,0,0,1289,0,0,484,0,57,0,0,0,1755,0,0,0,0,0,0,0,0,0,12031,0,7419,1580,0,109,992454,0,0,0,11,0,423,0,0,0,0,46,5049,1430,3710,2786,93,108,11033,966490,1107,578,0,0,0,0,0,0,0,31849,2062243,314930,1718824,742764,47832,70172,3364461,1839984,433306,201757,423,0,0,11402,338866,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61286
129,17,5650,1127,2021,1180,117,161,37728,21192,1557,283,11,0,457,0,7445,0,0,1296,0,0,485,0,58,0,0,0,1758,0,0,0,0,0,0,0,0,0,12107,0,7424,1587,0,111,997471,0,0,0,11,0,427,0,0,0,0,46,5114,1449,3745,2809,94,109,11143,971644,1111,579,0,0,0,0,0,0,0,32100,2087894,319711,1728307,748029,48069,70594,3384686,1851727,436614,202400,427,0,0,11402,340677,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61038
130,18,5654,1123,2008,1175,115,161,37394,20828,1550,282,11,0,463,0,7445,0,0,1303,0,0,487,0,58,0,0,0,1769,0,0,0,0,0,0,0,0,0,12188,0,7442,1595,0,112,1002104,0,0,0,11,0,433,0,0,0,0,46,5172,1478,3768,2832,96,110,11262,976856,1127,582,0,0,0,0,0,0,0,32303,2113421,324425,1737085,753210,48308,71034,3405045,1863302,439863,203034,433,0,0,11402,342527,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60330
131,19,5648,1119,1989,1191,115,160,37336,19998,1557,282,11,0,465,0,7445,0,0,1312,0,0,488,0,59,0,0,0,1780,0,0,0,0,0,0,0,0,0,12267,0,7462,1609,0,112,1006401,0,0,0,11,0,435,0,0,0,0,46,5248,1499,3791,2847,97,111,11369,981934,1131,582,0,0,0,0,0,0,0,32548,2138987,329354,1745852,758578,48561,71487,3425329,1874844,443113,203666,435,0,0,11402,344338,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59448
132,18,5642,1115,1977,1198,115,160,36876,21032,1565,279,11,0,469,0,7445,0,0,1316,0,0,491,0,59,0,0,0,1793,0,0,0,0,0,0,0,0,0,12343,0,7480,1621,0,114,1011932,0,0,0,11,0,439,0,0,0,0,46,5313,1525,3812,2864,97,113,11460,986800,1137,584,0,0,0,0,0,0,0,32752,2166540,335348,1755619,764415,48799,71927,3445585,1885777,446480,204303,439,0,0,11402,346166,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60027
133,20,5635,1123,1983,1190,115,160,38324,18741,1559,281,11,0,472,0,7445,0,0,1321,0,0,492,0,59,0,0,0,1805,0,0,0,0,0,0,0,0,0,12407,0,7518,1629,0,115,1016439,0,0,0,11,0,442,0,0,0,0,46,5367,1537,3837,2888,97,114,11569,992041,1151,586,0,0,0,0,0,0,0,32898,2193149,340505,1764621,769959,49026,72374,3465346,1897229,449844,204934,442,0,0,11402,347902,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59180
134,17,5604,1122,1999,1194,115,158,43286,15877,1556,283,11,0,475,0,7445,0,0,1326,0,0,498,0,59,0,0,0,1814,0,0,0,0,0,0,0,0,0,12467,0,7562,1639,0,115,1023324,0,0,0,11,0,445,0,0,0,0,46,5439,1565,3862,2903,97,116,11720,996677,1161,586,0,0,0,0,0,0,0,33110,2220102,345635,1773975,775754,49276,72810,3486136,1907522,453297,205566,445,0,0,11402,349612,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61275
135,15,5589,1128,1997,1189,115,157,39189,21254,1559,277,11,0,480,0,7445,0,0,1330,0,0,502,0,59,0,0,0,1817,0,0,0,0,0,0,0,0,0,12525,0,7584,1644,0,115,1028501,0,0,0,11,0,450,0,0,0,0,46,5494,1583,3880,2923,97,117,11850,1000444,1167,586,0,0,0,0,0,0,0,33326,2247631,350500,1783500,781159,49542,73240,3509702,1916225,456588,206150,450,0,0,11402,351375,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62551
136,15,5559,1115,1999,1188,114,155,37810,21864,1552,277,11,0,482,0,7445,0,0,1334,0,0,503,0,59,0,0,0,1823,0,0,0,0,0,0,0,0,0,12570,0,7617,1653,0,115,1033339,0,0,0,11,0,452,0,0,0,0,46,5555,1614,3902,2943,98,119,11983,1005918,1179,587,0,0,0,0,0,0,0,33469,2271614,355118,1791600,786046,49800,73665,3530377,1927885,459912,206746,452,0,0,11402,353142,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61772
137,16,5580,1105,1991,1181,112,157,37697,19197,1548,277,11,0,485,0,7445,0,0,1343,0,0,506,0,59,0,0,0,1829,0,0,0,0,0,0,0,0,0,12677,0,7643,1657,0,119,1036090,0,0,0,11,0,455,0,0,0,0,46,5630,1643,3926,2967,100,121,12097,1011335,1188,588,0,0,0,0,0,0,0,33704,2294288,359863,1799406,790578,50062,74095,3550528,1939970,463296,207354,455,0,0,11402,354971,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58988
138,14,5580,1105,1987,1171,112,158,43874,16123,1543,279,11,0,489,0,7445,0,0,1348,0,0,509,0,59,0,0,0,1837,0,0,0,0,0,0,0,0,0,12756,0,7668,1659,0,120,1043863,0,0,0,11,0,459,0,0,0,0,46,5696,1663,3949,2988,100,121,12223,1015879,1198,589,0,0,0,0,0,0,0,33810,2317398,364360,1806753,795018,50301,74522,3570780,1950544,466729,207947,459,0,0,11402,356741,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62089
139,14,5586,1106,1956,1169,112,158,39894,22570,1540,278,11,0,493,0,7445,0,0,1356,0,0,511,0,59,0,0,0,1843,0,0,0,0,0,0,0,0,0,12828,0,7679,1664,0,120,1050251,0,0,0,11,0,463,0,0,0,0,46,5749,1683,3981,3007,100,121,12347,1019676,1207,590,0,0,0,0,0,0,0,33953,2340948,368772,1814697,799552,50575,74920,3594570,1959432,470069,208553,463,0,0,11402,358329,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64552
140,15,5560,1112,1959,1165,112,159,35471,25256,1531,282,11,0,499,0,7445,0,0,1361,0,0,514,0,59,0,0,0,1849,0,0,0,0,0,0,0,0,0,12878,0,7712,1667,0,121,1054663,0,0,0,11,0,469,0,0,0,0,48,5805,1699,3998,3030,100,121,12430,1025742,1217,591,0,0,0,0,0,0,0,34033,2363130,373026,1822021,803704,50860,75347,3615859,1971942,473318,209131,469,0,0,11402,360034,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62811
141,14,5576,1103,1952,1163,112,158,36344,21931,1525,284,11,0,503,0,7445,0,0,1366,0,0,519,0,59,0,0,0,1852,0,0,0,0,0,0,0,0,0,12980,0,7735,1669,0,121,1058886,0,0,0,11,0,473,0,0,0,0,48,5881,1724,4016,3051,100,122,12546,1032301,1223,592,0,0,0,0,0,0,0,34240,2386300,377592,1830509,808224,51113,75770,3634778,1985763,476625,209719,473,0,0,11402,361710,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60354
142,18,5577,1100,1940,1157,112,158,40428,19506,1527,283,11,0,509,0,7445,0,0,1370,0,0,520,0,59,0,0,0,1857,0,0,0,0,0,0,0,0,0,13061,0,7754,1674,0,121,1065948,0,0,0,11,0,479,0,0,0,0,48,5941,1747,4037,3073,100,122,12662,1037588,1226,593,0,0,0,0,0,0,0,34317,2408417,381894,1838292,812610,51364,76213,3654486,1997876,479860,210341,479,0,0,11402,363530,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62014
143,18,5576,1099,1941,1150,112,158,36853,22417,1520,282,11,0,514,0,7445,0,0,1377,0,0,522,0,59,0,0,0,1865,0,0,0,0,0,0,0,0,0,13133,0,7793,1681,0,121,1070105,0,0,0,11,0,484,0,0,0,0,48,6009,1760,4066,3098,100,122,12756,1042315,1240,595,0,0,0,0,0,0,0,34462,2430736,386250,1845971,817010,51637,76616,3676374,2008642,483123,210905,484,0,0,11402,365354,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61342
144,20,5583,1096,1956,1136,111,158,37557,21274,1523,281,11,0,517,0,7445,0,0,1382,0,0,523,0,59,0,0,0,1875,0,0,0,0,0,0,0,0,0,13213,0,7834,1687,0,121,1075386,0,0,0,11,0,487,0,0,0,0,48,6074,1774,4088,3123,101,122,12863,1047928,1248,595,0,0,0,0,0,0,0,34574,2451602,389851,1853637,821187,51890,77045,3696601,2021096,486326,211507,487,0,0,11402,367111,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60904
145,21,5554,1092,1944,1124,110,159,34740,22947,1516,284,11,0,521,0,7445,0,0,1385,0,0,524,0,59,0,0,0,1882,0,0,0,0,0,0,0,0,0,13271,0,7852,1692,0,122,1079547,0,0,0,11,0,491,0,0,0,0,48,6142,1799,4112,3147,102,122,12971,1053125,1257,597,0,0,0,0,0,0,0,34640,2474367,393905,1861732,825226,52134,77459,3716970,2032910,489483,212098,491,0,0,11402,368750,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59756
146,22,5503,1088,1952,1121,110,161,38273,19206,1518,286,11,0,524,0,7445,0,0,1391,0,0,528,0,59,0,0,0,1888,0,0,0,0,0,0,0,0,0,13311,0,7885,1698,0,124,1085260,0,0,0,11,0,494,0,0,0,0,48,6222,1819,4136,3161,102,122,13081,1058936,1259,597,0,0,0,0,0,0,0,34755,2495977,397996,1869294,829438,52392,77877,3735976,2045699,492638,212689,494,0,0,11402,370560,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59554
147,23,5489,1091,1938,1111,111,159,39925,18562,1521,285,11,0,531,0,7445,0,0,1399,0,0,529,0,60,0,0,0,1895,0,0,0,0,0,0,0,0,0,13385,0,7907,1701,0,124,1090904,0,0,0,11,0,501,0,0,0,0,48,6291,1842,4160,3187,102,124,13221,1063432,1263,598,0,0,0,0,0,0,0,34940,2516394,402274,1876936,833492,52640,78326,3757125,2056398,495881,213284,501,0,0,11402,372376,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60563
148,26,5486,1100,1910,1117,112,160,37854,22428,1516,287,11,0,534,0,7445,0,0,1409,0,0,533,0,61,0,0,0,1900,0,0,0,0,0,0,0,0,0,13466,0,7913,1705,0,125,1097228,0,0,0,11,0,504,0,0,0,0,49,6355,1859,4180,3203,102,124,13340,1067842,1270,599,0,0,0,0,0,0,0,35144,2536226,406153,1884304,837300,52899,78774,3779135,2066743,499101,213880,504,0,0,11402,374177,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62357
149,27,5500,1098,1909,1102,112,159,35063,23262,1520,280,11,0,537,0,7445,0,0,1415,0,0,534,0,61,0,0,0,1906,0,0,0,0,0,0,0,0,0,13547,0,7929,1708,0,125,1101164,0,0,0,11,0,507,0,0,0,0,49,6409,1879,4195,3224,102,125,13471,1073604,1278,600,0,0,0,0,0,0,0,35270,2556117,410074,1890913,841178,53165,79228,3800002,2079361,502296,214503,507,0,0,11402,375913,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60396
150,26,5466,1097,1903,1100,111,161,36420,19858,1517,285,11,0,540,0,7445,0,0,1422,0,0,535,0,61,0,0,0,1917,0,0,0,0,0,0,0,0,0,13590,0,7956,1712,0,127,1105023,0,0,0,11,0,510,0,0,0,0,49,6476,1898,4215,3244,103,125,13583,1079398,1286,601,0,0,0,0,0,0,0,35494,2576262,413487,1897939,844732,53421,79658,3819634,2092307,505631,215108,510,0,0,11402,377621,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58352
151,20,5464,1101,1901,1107,111,160,40373,17423,1518,282,11,0,547,0,7445,0,0,1425,0,0,539,0,61,0,0,0,1922,0,0,0,0,0,0,0,0,0,13662,0,7977,1719,0,127,1111283,0,0,0,11,0,517,0,0,0,0,49,6535,1918,4230,3256,103,126,13702,1084021,1291,603,0,0,0,0,0,0,0,35674,2596024,416958,1904832,848632,53644,80101,3840113,2103571,509025,215768,517,0,0,11402,379400,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59867
